专业,题目,链接,摘要,作者,导师,学校,发表时间,等级,关键词1,关键词2,关键词3,关键词4,下载量,被引数
统计学,经济与社会发展中长期规划理论方法的应用研究?,http://cdmd.cnki.com.cn/Article/CDMD-10592-1016915617.htm,"国民经济与社会发展中长期规划是解决重大战略问题的需要,是连接近期发展和长远发展的纽带。中长期规划由规划的编制、实施以及监测等多个紧密关联的环节构成,随着经济和社会的迅速发展,对于提升中长期规划科学性、规...",李世伟,林洪,广东财经大学,2016,硕士论文,经济与社会发展,中长期规划,珠三角纲要,人工神经网络,112,1
统计学,特征价格理论在汽车价格指数编制中的应用研究?,http://cdmd.cnki.com.cn/Article/CDMD-10421-1016203166.htm,"汽车作为国民经济的重要产业和居民消费的重要组成部分,其价格波动受到政府、汽车生产商和居民的高度关注。汽车是一种典型的异质性商品,其质量随着时间发展在不断发生改变并且不断有新的汽车产品出现在市场当中。特征...",朱志豪,刘小瑜,江西财经大学,2016,硕士论文,特征价格理论,汽车,特征变量,影响因素,112,0
统计学,中国省域流通效率统计研究?,http://cdmd.cnki.com.cn/Article/CDMD-10353-1017047547.htm,"随着全面深化改革和""互联网+""计划的不断推进,""互联网+流通""正在成为大众创业、万众创新最具活力的领域,这也是李克强总理一直关心的领域。在2016年4月6日的国务院常务会议上总理再次强调,中国要...",陈赛,李金昌,浙江工商大学,2016,硕士论文,流通效率,博弈交叉效率模型,函数性数据聚类分析,区域差异,113,2
统计学,稀疏贝叶斯正则化方法?,http://cdmd.cnki.com.cn/Article/CDMD-10697-1017038512.htm,"随着科学技术的提高,科学研究和社会生活各个领域中均产生海量、高维数据.因此,研究如何从这些数据中提取重要信息及特征有着非常重要的意义.稀疏正则化方法的提出和发展,为高维海量数据处理提供了统一的框架.关于稀疏...",董青,张海,西北大学,2016,硕士论文,Lasso,稀疏性,贝叶斯,变量选择,113,0
统计学,密度函数的两种估计及应用?,http://cdmd.cnki.com.cn/Article/CDMD-10166-1016110942.htm,"密度函数的估计在统计学中,是非参数统计中解决样本分布密度函数的一类方法,为统计学中研究的热点。密度函数的估计方法有很多种,本文主要对密度函数的两种估计进行研究,给出两种估计方法的应用实例。具体分以下几个模...",李晓龙,李晓毅,沈阳师范大学,2016,硕士论文,密度函数估计,小波神经网络,核估计,,113,1
统计学,IRT中参数估计的新方法—三点法?,http://cdmd.cnki.com.cn/Article/CDMD-10635-1016766789.htm,"目前,项目反应理论(Item Response Theory,IRT)是被应用的最为广泛的一种现代心理与教育测量理论,它是为了克服经典测量理论的不足而发展起来的一种新的测量理论,被广泛的应用于各种大规模的考试中。然而,项目反应理论...",胡小芳,杜文久,西南大学,2016,硕士论文,参数估计,三点法,EM算法,MCMC算法,115,1
统计学,长吉图开发开放先导区产业集聚对吉林省经济增长的影响研究?,http://cdmd.cnki.com.cn/Article/CDMD-10207-1016902873.htm,"产业集聚是区域经济产业的一种组织形式,产业集聚的明显表现方式是集聚的效应,这种集聚效应会促进区域经济的快速发展。目前,经济的发展趋向全球化和一体化,各国的经济是相互联系相互促进地发展的,产业集聚在区域经济...",罗世聪,马敏娜,吉林财经大学,2016,硕士论文,长吉图开发开放先导区,产业集聚,因子分析,倒“U”型,115,0
统计学,随机积分的弱收敛及应用?,http://cdmd.cnki.com.cn/Article/CDMD-10335-1016080352.htm,"本文研究了在金融统计和计量经济中涉及随机积分弱收敛的几个问题：其一,本文基于Hayashi, Jacod和Yoshida (2011, Annales de l'Institut Henri Poincare 47,1197-1218)提出的随机采样的方法,结合随机分析的一些...",周力凯,苏中根,浙江大学,2016,博士论文,随机积分,随机积分离散化,随机采样,带跳扩散模型,117,0
统计学,面板数据AR(1)模型的变点分析?,http://cdmd.cnki.com.cn/Article/CDMD-10335-1016080307.htm,"本文在Chong(2001)提出的时间序列数据存在一个变点的AR(1)模型的基础上,对模型进行了推广,将时间序列数据推广到面板数据,讨论了面板数据情形下AR(1)模型的自回归系数在未知时刻k0发生变化的结构变点问题。本文考虑模...",李明宇,庞天晓,浙江大学,2016,硕士论文,AR(1)模型,面板数据,变点,最小二乘估计量,117,3
统计学,我国通货膨胀率的波动与组合预测研究?,http://cdmd.cnki.com.cn/Article/CDMD-10038-1016076677.htm,"通货膨胀水平一直是社会关注的焦点,它既关系到普通民众的自身财富,又关乎社会经济发展与稳定。改革开放以来,我国通货膨胀率波动比较明显,大部分时期处于通胀和通缩交替发生阶段。2014年以来,随着我国经济进入新常态...",沈达,丁立宏,首都经济贸易大学,2016,硕士论文,通货膨胀周期,小波分解,多变量滞后回归,组合预报,118,0
统计学,基于经验似然的Logit模型参数估计及实证研究?,http://cdmd.cnki.com.cn/Article/CDMD-10741-1016280885.htm,"广义线性模型(Generalized linear models,GLMs)作为经典线性模型的推广应运而生,它既适用于连续数据,又特别适用于离散数据(如计数数据和属性数据)。在生物、医疗、经济和社会数据的统计分析中发挥了重要作用。根据分...",闫懋博,庞智强,兰州财经大学,2016,硕士论文,广义线性模型,Logit模型,经验似然,轮廓似然,118,3
统计学,中国三次产业间劳动力资源合理配置问题理论研究与实证分析?,http://cdmd.cnki.com.cn/Article/CDMD-10038-1016076674.htm,"本文的写作背景是现今我国经济正处于转型期,步入了被称为“新常态”的发展状态。在这一时期,经济增长已经难以维持21世纪初的速度,而我国产业中的结构性问题也逐渐突显。大力推进产业改革,挖掘我国的增长潜能,也就是...",张潇潭,纪宏,首都经济贸易大学,2016,硕士论文,劳动力配置,全要素生产率,生产函数,卡尔曼滤波,118,0
统计学,基于混合Copula和Logistic回归的极端事件研究?,http://cdmd.cnki.com.cn/Article/CDMD-10285-1016224006.htm,"极端事件是指很少发生,然而一旦发生却产生极大影响的事件,因此关于极端事件的研究具有重要的实际意义。与单一的Copula函数相比,混合Copula函数可以通过自由选择不同类型的Copula函数来建立相关结构,能更准确地刻画极...",杨松,汪四水,苏州大学,2016,硕士论文,极端事件,混合Copula,Logistic回归,GARCH模型,118,0
统计学,支持向量机在人口数据分析中的应用?,http://cdmd.cnki.com.cn/Article/CDMD-10165-1016244234.htm,"统计学习理论是针对于小样本下的机器学习理论,它的核心思想是通过控制学习机的复杂度实现对其推广能力的控制。根据这一理论发展起来的支持向量机是以VC维和结构风险最小化原则为基础,支持向量机具有很多优点,它的出...",陈芳琪,孙德山,辽宁师范大学,2016,硕士论文,机器学习,统计学习理论,支持向量机,人口预测,118,0
统计学,我国P2P网络信贷借款人信用评估研究?,http://cdmd.cnki.com.cn/Article/CDMD-10421-1016202885.htm,"国外P2P网络信贷开始的时间仅仅比国内早两年。但是他们的网络信贷行业发展相对而言就会比我们国家的更加健康有序。一方面是由于国外的法律和监管比国内要成熟,另一方面是由于国外在很早之前就注重对个人信用的考察。...",邱晟杰,曹俊文,江西财经大学,2016,硕士论文,网络信贷,信用评估,logistic回归,,118,1
统计学,基于完全信息博弈的土地流转对农村经济发展影响分析?,http://cdmd.cnki.com.cn/Article/CDMD-10421-1016203078.htm,"我国农村正面临着人多耕地少,劳动力大量转移,农村剩余劳动力不足的困境,造成农村土地减产、荒废等现象。当前学术界时刻关注着土地流转问题,对土地流转的研究也不断的深入。但是目前的研究大多数都是以经济学视角为主...",朱文,李志龙,江西财经大学,2016,硕士论文,土地流转,农村经济,完全信息博弈,统计指标,119,0
统计学,基于Copula的商业银行整合风险与系统性风险度量?,http://cdmd.cnki.com.cn/Article/CDMD-10476-1016229196.htm,"2010年12月16日出台的BaselIII旨在从商业银行个体和银行系统两方面加强风险监管。其中,微观审慎方面要求商业银行的风险管理模式由之前的单一模式转变为多种风险并存的整合风险管理模式;宏观审慎方面力求减少具有潜在...",罗孟柯,刘利敏,河南师范大学,2016,硕士论文,整合风险,系统性风险,Copula,CVaR,119,0
统计学,Point-Adjusted Gaussian混合模型及其在结构方程模型中的应...?,http://cdmd.cnki.com.cn/Article/CDMD-10335-1016080306.htm,"结构方程模型是一种重要的新一代统计分析方法,且在社会科学研究中被广泛地应用,而点膨胀现象在实际数据中也是普遍存在的。本文主要研究对点膨胀非正态数据进行验证性因子分析时的数据处理问题,由于某固定点频数过大...",胡玲,张朋,浙江大学,2016,硕士论文,EM算法,结构方程模型,PAG模型,课堂教学结构,119,0
统计学,贝叶斯局部惩罚样条回归模型?,http://cdmd.cnki.com.cn/Article/CDMD-10357-1016122261.htm,"参数回归模型以其形式简洁,简单易算的特点使其在各领域的应用十分广泛.但是当解释变量和被解释变量关系复杂,很难用常见函数关系式表达时,就不能采用参数回归模型建模.非参数回归模型因其拟合复杂数据能力较强并能呈...",关海洋,杨联强,安徽大学,2016,硕士论文,参数回归,非参数回归,惩罚样条,局部惩罚,121,0
统计学,货币政策透明性对金融资产价格波动性的实证研究?,http://cdmd.cnki.com.cn/Article/CDMD-10038-1016076675.htm,"金融资产价格的波动性分析一直是研究人员十分关注的问题,它不仅涉及到投资者已有头寸盈亏等问题,还会进一步诱发宏观经济的不稳定。由于当前我们所处的金融市场并非强式有效,因此可以从统计学的角度出发,构造相应的经...",杜飞,刘强,首都经济贸易大学,2016,硕士论文,货币政策透明性,滞后效应,金融资产价格波动,GARCH族模型,122,1
统计学,基于假设检验的最优投资策略?,http://cdmd.cnki.com.cn/Article/CDMD-10335-1016080310.htm,"本文主要研究资产稀疏化选择和组合投资问题.在Antoine[7]基于假设检验构造单边P-值投资规则的基础上,将其思想作了两方面的推广.第一,将Antoine[7]中的单边P-值投资规则拓展为双边P-值投资规则,通过最大化投资者的投...",张磊,张奕,浙江大学,2016,硕士论文,资产组合投资,双边P值投资规则,资产筛选模型,夏普比率,123,0
统计学,基于广义K近邻分类器的老年人足底压力特征选择及跌倒预测的...?,http://cdmd.cnki.com.cn/Article/CDMD-10590-1016763505.htm,"跌倒是指生活中老年人要面对的常见而又严重的问题。老年人发生跌倒不是一种意外,存在潜在的危险因素,是可以预防和控制的。采用早期跌倒风险评估方法,识别高风险患者并开展具有针对性的预防措施,可以有效地减少跌倒的...",梁升云,张君,深圳大学,2016,硕士论文,跌倒史,老人,足底压力,样本熵,125,1
统计学,新风险度量下的最优再保险问题?,http://cdmd.cnki.com.cn/Article/CDMD-10269-1016141635.htm,"随着近年来保险业的蓬勃发展,保费规模的不断膨胀不仅给保险公司带来了利润,也带来了潜在的金融风险。为了分散风险、稳定经营,保险人往往会选择再保险的方式,以一定的利润流出换取风险保障。然而,利润和风险的不同度...",吴苹,汪荣明,华东师范大学,2016,硕士论文,一致性风险度量,凹损失函数,广义分位数风险度量,成数再保险,125,0
统计学,基于能值生态足迹的甘肃省生态经济系统的特征分析?,http://cdmd.cnki.com.cn/Article/CDMD-10741-1016280881.htm,"生态环境是人类赖以生存发展的基础空间。当前社会经济的飞速发展、人口数量的激增、资源利用的不节制,都使得生态系统遭受了前所未有的破坏,致使环境恶化、生态失衡。凡此种种情况都严重影响着人类未来的生存和发展。...",胡孟娜,赵煜,兰州财经大学,2016,硕士论文,能值生态足迹,生态系统,经济系统,生态安全,126,0
统计学,P2P在线借贷平台的定价研究?,http://cdmd.cnki.com.cn/Article/CDMD-10108-1017001838.htm,"随着互联网技术的不断成熟,P2P在线借贷平台在全球范围内得到了迅速地发展。P2P在线借贷平台以其方便、快捷、门槛低、操作简单等优点弥补了正规金融机构的不足,赢得了广大用户的青睐。不仅如此,P2P在线借贷平台速猛发...",高小俊,芦彩梅,山西大学,2016,硕士论文,定价,双边市场,组内网络外部性,Hotelling模型,127,0
统计学,基于极值理论下的利率市场风险综合指数的构建?,http://cdmd.cnki.com.cn/Article/CDMD-10269-1016141640.htm,"伴随着我国利率市场化的逐步深化,利率风险日益突出,关于利率市场风险评估的研究越来越受到重视。本文结合极值理论以及极值Copula函数来研究多因素极值风险,旨在构建利率市场的风险综合指数以及风险预警指数。本文选...",傅倩娜,贺思辉,华东师范大学,2016,硕士论文,利率风险,极值分布,VaR值,Copula函数,127,0
统计学,金融存流量视角下的SNA与MFS协调性研究?,http://cdmd.cnki.com.cn/Article/CDMD-10475-1016207460.htm,"宏观经济核算体系是开展宏观经济分析、进行宏观管理、实行科学决策的重要工具。随着经济发展变化和核算方法的更新,反映国民经济总体运行的“国民经济核算体系(SNA)”也经历了1968、1993、2008多个版本的更新,并逐渐...",王梓楠,杨凤娟,河南大学,2016,硕士论文,国民经济核算,货币与金融统计,框架衔接,,128,0
统计学,城镇劳动力市场分割下的收入极化?,http://cdmd.cnki.com.cn/Article/CDMD-10357-1016137391.htm,"在过去的几十年的经济发展转型中,中国在经济增长方面取得了值得骄傲的成就,然而在收入分配方面却面临着大量的问题和挑战。中国的收入分配差距出现了长期不断的扩大趋势,而且收入分配不公问题愈演愈烈,这引起了人们更...",谢静文,龙莹,安徽大学,2016,硕士论文,劳动力市场分割,极化指数,收入流动性,,129,1
统计学,北京市蔬菜价格体系的统计研究?,http://cdmd.cnki.com.cn/Article/CDMD-10009-1016077151.htm,"在我国,蔬菜是重要的农作物之一,同时也是深受老百姓喜爱的餐桌必需品。最近几年,我国蔬菜价格波动起伏,经常出现“过山车”式的价格波动以及“菜贱伤农”、“菜贵伤民”现象,因此成为政府、学者以及媒体的关注热点。...",吴佳佳,侯志强,北方工业大学,2016,硕士论文,蔬菜价格,向量自回归模型,多元回归,春节效应,130,1
统计学,中国与金砖各国股市联动性及成因分析?,http://cdmd.cnki.com.cn/Article/CDMD-10108-1017001840.htm,"随着后危机时代世界经济步入增长乏力、需求疲软的新常态,金砖国家经济增长速度出现分化,中国、印度步入结构性调整阶段,经济面临下行压力,巴西、俄罗斯增速大幅下滑,经济持续萎靡,一度出现负增长。经济结构的不合理及...",程斌,张信东,山西大学,2016,硕士论文,联动性,金砖国家,贸易强度,新常态,131,1
统计学,基于Copula模型的车险索赔数据的统计分析?,http://cdmd.cnki.com.cn/Article/CDMD-10319-1016293436.htm,"在非寿险领域中,汽车保险是其重要组成部分,通过对车险索赔数据的研究,有助于保险公司制定合理的保费和更加完善的保险合同.为了分析索赔数据,往往需要考虑数据中的相依性,如在汽车保险中索赔次数在不同时间段之间的相...",章驰,解锋昌,南京师范大学,2016,硕士论文,Copula,索赔数据,IFM估计方法,EM算法,132,0
统计学,流动性过剩与通货膨胀的关系研究?,http://cdmd.cnki.com.cn/Article/CDMD-10173-1017049377.htm,"近些年实施的宽松货币政策,带来经济迅猛的发展,也导致经济过热、通胀压力增大和流动性过剩等问题。衡量流动性的指标一般采用马歇尔K值(M2/GDP),本文主要采用M2/GDP指标度量货币的流动性。我国M2/GDP指标偏高,其一直...",王思睿,刘丹丹,东北财经大学,2016,硕士论文,流动性过剩,M_2/GDP,通货膨胀,广义可加模型,132,0
统计学,中国海陆经济关联互动研究?,http://cdmd.cnki.com.cn/Article/CDMD-10559-1016733420.htm,"海洋经济与陆域经济是构成国民经济系统的两个组成部分,两者良性互动发展是实现社会经济环境持续健康发展的有效路径。海洋经济的发展需要以陆域经济为依托,陆域经济的可持续发展也需要海洋经济的支撑。进入21世纪以来...",肖华,伍业锋,暨南大学,2016,硕士论文,海洋经济,陆域经济,关联分析,互动效应,132,0
统计学,均匀分布和指数分布相关统计量的性质?,http://cdmd.cnki.com.cn/Article/CDMD-10476-1016229169.htm,"本文主要针对两类常见的概率分布—均匀分布与指数分布的统计量进行研究,给出与之相关的若干性质.我们采用循序渐进的方法,首先分别对均匀分布与指数分布的统计量展开分析,然后再对于均匀分布和指数分布相关的混合分布...",王如君,苗雨,河南师范大学,2016,硕士论文,均匀分布,指数分布,统计量,次序统计量,133,0
统计学,高阶离散隐马尔科夫模型的严格定义及等价性质?,http://cdmd.cnki.com.cn/Article/CDMD-10299-1016904687.htm,"隐马尔科夫模型(HMM)作为一种具有双重随机过程的统计模型,已被广泛应用于语音识别、生物序列分析、图像处理、计算机视觉、字符识别等方面。虽然某种程度上一阶隐马尔科夫模型?HMM1?对一些实际应用有效,并简化了相应...",孙颖华,杨卫国,江苏大学,2016,硕士论文,(2,2)二阶离散隐Markov模型,离散状态下HMM2,(m,134,2
统计学,基于核函数的成分数据缺失值处理?,http://cdmd.cnki.com.cn/Article/CDMD-10108-1017001836.htm,"由于人们的科学意识不断进步,分析研究的科学精神逐渐深入人心,现代生活中常常需要面对数据的收集与处理,以便更高效地完成日常工作。在所有可能出现的数据中,成分数据是一种满足特殊性质的复杂多维数据,一般用于研究...",康菊,张晓琴,山西大学,2016,硕士论文,成分数据,缺失值,核函数,k近邻,135,0
统计学,政府固定资产投资对居民收入差距的影响研究?,http://cdmd.cnki.com.cn/Article/CDMD-10075-1016761646.htm,"作为一种投资方式,政府投资在国民经济持续、快速、健康发展中发挥了重要作用,我国也一直将政府投资视为重要调控手段之一。改革开放以来,国家通过控制政府投资总量与结构,促使我国经济保持持续稳定的增长。本文从城乡...",周甜甜,王孟欣,河北大学,2016,硕士论文,政府固定资产投资,城乡收入差距,区域收入差距,,135,4
统计学,皖江城市带物流园区发展评价研究?,http://cdmd.cnki.com.cn/Article/CDMD-10372-1016301891.htm,"2009年国务院印发《物流业调整和振兴规划》以来,物流业的发展取得了极大的进步,各地物流园区的建设进行的如火如荼,各种形式的物流园区层出不穷。物流园区在资金、技术、人才、信息化管理方面对产业发展起到巨大作用...",黄雅雯,黄先军,安庆师范大学,2016,硕士论文,皖江城市带,物流园区,因子分析法,层次分析法,136,0
统计学,新疆个体投资者投资行为研究?,http://cdmd.cnki.com.cn/Article/CDMD-10766-1016729668.htm,"个体投资者是证券市场的重要参与者,其能否理性的在证券市场上从事投资活动,很大程度上影响着证券市场健康、稳定、良好的发展。个体投资者既是证券市场的参与者,又是各种证券产品的消费者,因此针对其在各种投资实践中...",王法宝,陈小昆,新疆财经大学,2016,硕士论文,新疆投资者,股票市场,个体投资行为,心理特征,136,1
统计学,利率市场化对我国商业银行成本效率影响分析?,http://cdmd.cnki.com.cn/Article/CDMD-10173-1017049369.htm,"研究商业银行竞争力问题时,效率问题一直被认为是最核心的部分,而在效率问题中占据基础位置的便是成本效率,成本效率得到提高,也就意味着用同样的投入能够获得更多的产出或者说同样的产出所消耗的投入会较少。自1996年...",李粉姣,梁忠辉,东北财经大学,2016,硕士论文,利率市场化,SFA,银行成本效率,面板数据回归模型,136,0
统计学,Logistic模型对非平衡数据的敏感性：测度、修正与比较?,http://cdmd.cnki.com.cn/Article/CDMD-10173-1017049339.htm,"近年来,非平衡数据分类问题已成为机器学习和数据挖掘领域的一个研究热点。非平衡数据集是指数据集中某一类或某些类的样本量与其他类相差悬殊,其中样本量较少的称为稀有类,而样本量较多的称为多数类。由于数据集的非...",吕晓云,魏瑾瑞,东北财经大学,2016,硕士论文,Logistic模型,非平衡数据,ROC曲线,AUC值,136,0
统计学,基于股票关联网络的资本资产定价模型的研究?,http://cdmd.cnki.com.cn/Article/CDMD-10285-1016223895.htm,"资本资产定价模型是在投资组合理论的基础上提出来的,但是该模型的使用是建立在一些假定条件上的,并且通过该模型求某只股票或某种投资组合的预期收益率时,并没有考虑各只股票之间的相关关系,导致其在如今的股票市场特...",倪瑞江,唐煜,苏州大学,2016,硕士论文,K-means算法,最佳聚类数,股票关联网络,优化资本资产定价模型,138,0
统计学,股权结构对研发投入转化效率的影响研究?,http://cdmd.cnki.com.cn/Article/CDMD-10173-1017049375.htm,"创新是引领经济进步的第一动力,是企业生存与发展的关键。《全国科技经费投入统计公报》显示,无论是研发投入总量还是研发投入强度均处于逐年上升的态势;2014年,研究与试验发展(R&D)经费共计投入13,015.6亿元,同比...",马路,王春丽,东北财经大学,2016,硕士论文,股权结构,研发投入,公司绩效,门限回归模型,138,2
统计学,基于Bayes方法的汽车零部件可靠性分析?,http://cdmd.cnki.com.cn/Article/CDMD-10190-1016759378.htm,"随着全世界环境保护要求的不断提升,电动汽车的发展是汽车工业的主要发展方向。而电动汽车的技术关键问题是零部件的可靠性特别是电池的可靠性。因此,这一问题的研究对于电动汽车的发展具有重要意义。本文采用Bayes统...",陶鹤,闫厉,长春工业大学,2016,硕士论文,先验分布,Bayes,统计,Gibbs,139,0
统计学,基于谱聚类的个性化推荐系统研究?,http://cdmd.cnki.com.cn/Article/CDMD-10389-1016134240.htm,"随着web2.0和电子商务的快速发展,信息资源正在指数型增长。目前,解决信息过载的一种有效方法就是采用推荐系统,而协同过滤是推荐系统中运用最广泛的算法,但是其依然存在数据稀疏性、可扩展性以及冷启动等问题。与此同...",林珍香,钟一文,福建农林大学,2016,硕士论文,个性化推荐系统,协同过滤,谱聚类,用户特征属性,139,1
统计学,噪声影响下的随机生物模型动力学行为?,http://cdmd.cnki.com.cn/Article/CDMD-10200-1016118276.htm,"许多学者通过建立确定性模型来研究生物模型的动力学行为.然而,自然界的任何生物个体都不可避免地受到自身数量变化和外界环境随机因素的影响.因此,随机模型更能准确地反映实际.本文主要研究噪音影响下的随机生物模型...",张秋梅,蒋达清,东北师范大学,2016,博士论文,随机微分方程,伊藤公式,渐近稳定,随机渐近稳定,140,0
统计学,聚类式最小角回归与聚类式坐标下降仿真及实例分析?,http://cdmd.cnki.com.cn/Article/CDMD-10422-1016205151.htm,"随着人工智能的兴起,机器学习作为人工智能的核心被更多的人熟知。机器学习本质上分为有监督学习问题和无监督学习问题。有监督学习问题中,数据本身具备类别标签,学习问题的目标是完成分类或回归。有监督学习过程中,变...",耿书敏,彭实戈,山东大学,2016,硕士论文,聚类式最小角回归,聚类式坐标下降,模型选择,高斯混合模型,140,0
统计学,政策因素对投资者情绪的影响分析?,http://cdmd.cnki.com.cn/Article/CDMD-10741-1016280879.htm,"我国的证券市场自1990年以来,经过二十多年的迅速发展,机制逐渐走向健全,但是与欧美发达国家证券市场的投资者以机构投资者为主不同,我国证券市场的投资者仍然以散户为代表的中小型投资者为主。投资者情绪是连接投资者...",郭同济,傅德印,兰州财经大学,2016,硕士论文,投资者情绪,半结构化数据,政策因素,,140,1
统计学,安徽省房地产业投资效率的统计研究?,http://cdmd.cnki.com.cn/Article/CDMD-10378-1017026083.htm,"在国民经济中,房地产业具有重要的地位,它是促进我国经济发展的基础产业之一。房地产业的健康发展可以保证国民经济的稳定发展,也有助于保障人民房屋需求。房地产业投资效率为评价房地产业资源配置水平提供了依据,通过...",曹晓俊,叶安宁,安徽财经大学,2016,硕士论文,房地产业,投资效率,主成分分析,DEA,141,1
统计学,高维基因数据中的统计方法?,http://cdmd.cnki.com.cn/Article/CDMD-10003-1017818194.htm,"人类遗传学研究的一个重要目标是发现和识别人类疾病的遗传基础。现有的检验方法是检验表型和指定区域中遗传变异体的关联性,例如检验疾病和基因间的相关性。然而由于全基因组测序数据中包含大量的基因间区段,因此序列...",李子林,林希虹,清华大学,2016,博士论文,扫描统计量,全基因组关联分析,渐近性质,广义线性模型,142,0
统计学,中国金融市场化对上市商业银行效率影响的实证研究?,http://cdmd.cnki.com.cn/Article/CDMD-10173-1017049364.htm,"金融市场化是金融领域中研究和争议的热门问题,金融市场化一方面可以促进一个国家的经济增长,另一方面又会给这个国家的金融体系稳定带来隐患。自上世纪末,世界上越来越多的国家加入到金融市场化的大潮中,由于金融市场...",郭耀,刘丹丹,东北财经大学,2016,硕士论文,金融市场化,商业银行效率,四阶段DEA,面板数据模型,142,0
统计学,河北省二氧化碳排放核算与影响因素研究?,http://cdmd.cnki.com.cn/Article/CDMD-10075-1016761645.htm,"气候问题是当前全球最为关切的问题。大量二氧化碳排放引发了气候变暖、雾霾加剧等环境问题,对经济社会和人民生活带来了不良影响。河北省作为能耗大省,有责任承担碳减排任务,发展低碳经济愈发重要。本文利用经济投入...",齐蒙,顾六宝,河北大学,2016,硕士论文,二氧化碳排放,核算,投入产出分析,EIO-LCA模型,142,0
统计学,基于分位数回归的政府经济管制强度对公众创业频度影响的统...?,http://cdmd.cnki.com.cn/Article/CDMD-10456-1016149703.htm,"2015年李克强总理在“两会”政府工作报告中旗帜鲜明地提出“大众创业,万众创新”的号召,希望从国家层面构建良好的创业环境,激发中华民族的创业精神和创新意识。由此可见政府管理和创业活动之间的良好互动能有效实现...",郝祥如,金玉国,山东财经大学,2016,硕士论文,政府经济管制,公众创业,因子分析,分位数回归,142,0
统计学,纵向数据多水平中介模型的样本量确定与研究?,http://cdmd.cnki.com.cn/Article/CDMD-11560-1016083452.htm,"中介分析是一种探索变量间关系机制的统计学方法,为揭示变量间复杂关系提供了统计意义上的技术手段,近年来此技术在很多领域发挥着重要作用。纵向数据分析是当今统计学的一个前沿问题,如在临床医学、心理学研究中经常...",成苗苗,潘海涛,西安财经学院,2016,硕士论文,中介分析,纵向数据,组内相关系数（ICC）,Sobel法,143,0
统计学,工业二氧化碳排放影子价格区域计量统计分析?,http://cdmd.cnki.com.cn/Article/CDMD-10534-1016792916.htm,"二氧化碳影子价格是二氧化碳排放变化对生产影响的的一个虚拟价格,不同于实际的市场价格。本文研究的碳排放影子价格反映的是,工业生产过程中单位碳排放变化引起实际工业生产总值变化的数值。本文运用的方法剔除了能源...",邢书军,贺胜兵,湖南科技大学,2016,硕士论文,影子价格,碳税,碳交易市场,,143,0
统计学,区域经济和教育发展对家庭预期人力资本投资的影响?,http://cdmd.cnki.com.cn/Article/CDMD-11910-1017802643.htm,"改革开放以来,中国经济持续高速增长并成功跻身于中等收入国家行列。在跨越“中等收入陷阱”的过程中我国面临两大问题,其一是人口老龄化带来的劳动力短缺,其二是收入差距逐渐扩大。解决问题的重要方法之一是提高人力...",夏浩,易行健,广东外语外贸大学,2016,硕士论文,人力资本投资,教育期望,教育不平等,家庭社会经济地位,145,0
统计学,求职与招聘信息匹配算法的研究?,http://cdmd.cnki.com.cn/Article/CDMD-10200-1016118298.htm,"随着网络的普及,人们对网络的依赖性越来越强,发布和获取信息的数量越来越多,已从信息缺乏过渡到信息丰富的时代。网络的普及,使求职者面对海量的招聘信息,使公司面对海量的求职简历。在求职与招聘中,双方均费时费力,...",郭艳霞,郝立柱,东北师范大学,2016,硕士论文,求职与招聘,匹配算法,卡方统计量,,146,0
统计学,我国上市商业银行整合风险度量?,http://cdmd.cnki.com.cn/Article/CDMD-10651-1017016709.htm,"现如今,金融市场表现出前所未有的复杂和多变,中国经济持续下行、互联网金融蓬勃发展、利率进一步放宽,错综复杂的形势使得商业银行此后的发展充满了未知和挑战。为了更好地应对金融改革浪潮,商业银行开始扩展新业务,...",文竺,史代敏,西南财经大学,2016,硕士论文,信用风险,市场风险,整合风险,Copula函数,147,1
统计学,我国寿险公司综合评价?,http://cdmd.cnki.com.cn/Article/CDMD-10038-1016076676.htm,"我国寿险公司发展迅速,政治、经济、文化等外部因素是导致高增速的主要原因。想要深入挖掘行业的增长动力所在,公司之间的联系和差异与外部因素一样值得研究。为考察公司经营过程中体现出的各种能力,我们可以建立一套...",张晗,吴启富,首都经济贸易大学,2016,硕士论文,寿险公司,综合评价,因子分析,回归分析,148,0
统计学,长春市城市综合承载力的研究?,http://cdmd.cnki.com.cn/Article/CDMD-10207-1016902874.htm,"近年来,国际大都市和经济发达的城市群、城市带层出不穷,进而加快了世界范围内的城市化进程。而作为一个人口众多的发展中国家,在城市经济蓬勃向上过程中,各类城市病亦纷至沓来,资源供给的有限性与人们对其日益增长的...",王靖鑫,孙亚静,吉林财经大学,2016,硕士论文,城市综合承载力,熵值,状态空间,灰色预测,148,1
统计学,大维四元数随机矩阵的谱分析及其应用?,http://cdmd.cnki.com.cn/Article/CDMD-10200-1017003037.htm,"随机矩阵理论是目前的一个热门学科,其应用十分广泛,特别是在量子物理学和高维统计分析学中。作为随机矩阵理论经典的模型之一,四元数自共轭随机矩阵在量子物理学中具有其独特的意义。同时,从代数意义上来说,研究四元...",尹燕青,白志东,东北师范大学,2016,博士论文,随机矩阵,四元数,半圆律,M-P律,149,1
