专业,题目,链接,摘要,作者,导师,学校,发表时间,等级,关键词1,关键词2,关键词3,关键词4,下载量,被引数
统计学,我国各省区市碳排放及驱动因素研究?,http://cdmd.cnki.com.cn/Article/CDMD-10421-1015519913.htm,"气候问题是目前全球最为关切的问题。为了支撑经济增长和产业化进程,能源需求将持续增加。但面对日益严峻的环境问题,中国有责任肩负起节能减排的任务。

	本文将选用全国30省区市的能源消耗数据和投入产出数据,计算...",李真,曹俊文,江西财经大学,2014,硕士论文,碳排放,投入产出分析,碳排放转移,结构分解法,194,0
统计学,我国社会保障内部子系统间的效应研究?,http://cdmd.cnki.com.cn/Article/CDMD-10651-1014405241.htm,"社会保障制度,是一项复杂的社会系统工程,它不仅关系到经济的稳定,而且影响劳动力市场、金融市场的发育乃至整个社会的稳定,社会保障制度作为维持社会稳定的安全网,为我国社会主义市场经济发展,全面建设小康社会发挥了...",邓代君,毛中明,西南财经大学,2014,硕士论文,社会保障,内部子系统,结构方程,效应研究,105,0
统计学,新疆综合发展监测指数体系的构建及应用?,http://cdmd.cnki.com.cn/Article/CDMD-10766-1015087204.htm,自改革开放以来，新疆的社会经济发展形势便是日新月异、瞬息万变的，统计年鉴数据往往已经难以全面而准确地反映出当今社会经济发展现状，基于年鉴数据所建立起来的模型与分析也往往已经时过境迁。目前新疆各地区在区...,李如意,王建军,新疆财经大学,2014,硕士论文,新疆区域发展,综合指数监测体系,层次分析,主成分聚类分析,135,2
统计学,应用扫描数据改进CPI编制的方法研究?,http://cdmd.cnki.com.cn/Article/CDMD-10559-1015002764.htm,随着物联网、云计算等技术的发展，大数据的作用日益重要，国内外对大数据的应用研究不断深入。扫描数据是结构化的数据，是一种新的统计数据来源，与传统的人工采价数据相比，它在消费者价格指数编制中拥有很大的优势...,李绍泰,刘建平,暨南大学,2014,硕士论文,扫描数据,CPI编制,EAN码,代表性商品,148,1
统计学,新疆区域经济增长差异的收敛性及机制研究?,http://cdmd.cnki.com.cn/Article/CDMD-10766-1015087203.htm,地区经济差异问题一直是研究的热点，研究角度和采用的方法不尽相同。本文主要从经济收敛的角度研究新疆地区经济的差异，采用面板数据模型分别从宏观角度和微观角度分析地区经济差异的收敛性，研究的时期为1995年至2...,周理想,韩桂兰,新疆财经大学,2014,硕士论文,β收敛,面板数据,收敛机制,TFP增长率,118,0
统计学,资本服务核算问题研究?,http://cdmd.cnki.com.cn/Article/CDMD-10421-1015519912.htm,"生产是投入产出的过程。在生产过程中,劳动和资本是最重要的两个要素。劳动向生产过程提供劳动流,资本向生产过程提供资本服务。在生产率测算和经济增长分析领域,考虑资本对生产的贡献时,资本服务是资本投入最适当的衡...",肖青云,李海东,江西财经大学,2014,硕士论文,资本服务核算,永续盘存法,资本存量核算,资本服务物量指数,130,0
统计学,中国农村居民收入分配差距问题研究?,http://cdmd.cnki.com.cn/Article/CDMD-10207-1014078012.htm,改革开放以来，我国农村居民收入不断增加，收入分配差距也在不断拉大，特别是21世纪以来，我国农村居民之间收入差距幅度明显加大，已逼近警戒线，由此所导致的社会问题越来越突出，不仅阻碍了经济的整体发展，也引发...,项菲,马敏娜,吉林财经大学,2014,硕士论文,收入分配,省际比较,聚类分析,时间序列,163,0
统计学,新疆农村居民多维住房贫困研究?,http://cdmd.cnki.com.cn/Article/CDMD-10766-1015087206.htm,2011年，我国的扶贫工作进入“巩固温饱成果，提高发展能力，缩小发展差距”第五个扶贫阶段，提高贫困群体的发展能力成为这个阶段的扶贫的主要目的之一，这就决定了对贫困的认定不能再从单一的收入维度来确定是否贫困...,刘定安,王建军,新疆财经大学,2014,硕士论文,多维住房贫困,贫困测度,新疆住房状况,贫困因素,163,3
统计学,极度干旱地区生态工业园综合评估方法及实证研究?,http://cdmd.cnki.com.cn/Article/CDMD-10766-1015087202.htm,随着工业化进程的不断推进，我国经济发展也步入“瓶颈期”，资源和环境严重制约着经济的高速增长，必须马上转变经济发展方式，大力发展循环经济是实现新型工业化的当务之急。生态工业园区作为循环经济在中观层面的实...,陈鸿,祖拉提·力提甫,新疆财经大学,2014,硕士论文,生态工业园,AHP模糊综合评价,极度干旱地区,,48,1
统计学,环准噶尔旅游产业带景区系统空间结构优化研究?,http://cdmd.cnki.com.cn/Article/CDMD-10759-1015511270.htm,旅游空间结构作为区域旅游发展状态的重要“指示器”，其优化对区域产业培育、寻找区域旅游发展优势、优化旅游区的功能配置、制定旅游发展战略具有重要的指导意义。环准噶尔旅游产业带作为新疆旅游经济强有力的引擎之...,冯晓玉,杨宏伟,石河子大学,2014,硕士论文,旅游产业带,景区系统,空间结构,优化,149,1
统计学,江西省服务业发展差异的空间效应研究?,http://cdmd.cnki.com.cn/Article/CDMD-10404-1014069199.htm,"随着国家经济发展模式的转变，服务业空间集聚效应也被政府和实业界广泛重视。因此，如何推动服务业发展显得特别重要。本文则从该问题入手研究江西省服务业发展差异的空间效用。

	本文首先总结了服务行业的发展特点...",刘琼芳,冒小栋,华东交通大学,2014,硕士论文,江西,服务业,发展差异,空间效应,147,0
统计学,我国省域生态文明综合评价指标体系的构建与研究?,http://cdmd.cnki.com.cn/Article/CDMD-10559-1015002763.htm,本文构建了包含20个指标的我国省域生态文明综合评价指标体系，基本涵盖生态文明在环境、经济、政治、社会中所涉及的内容。选取2003-2011年我国31个省（市）数据，使用EXCEL、R、STATA软件分别测度各省的生态文明建设...,张小华,杨少华,暨南大学,2014,硕士论文,生态文明建设,空间关联分析,ANP,面板数据模型,319,3
统计学,浙江省人口分布与经济发展的均衡性及其影响因素分析?,http://cdmd.cnki.com.cn/Article/CDMD-10559-1015002771.htm,随着我国经济社会的快速发展，人民生活水平的大幅提高，诸多社会问题也随之接踵而来，且呈现日益严峻的态势。面临日益严峻的人口问题，建设人口均衡发展的经济社会逐步为国家所重视和倡导。只有全面、正确地认识了人...,顾佳丽,郑少智,暨南大学,2014,硕士论文,人口分布,均衡性,重心,面板模型,228,5
统计学,我国劳动报酬占比影响因素的空间计量分析?,http://cdmd.cnki.com.cn/Article/CDMD-10532-1014311032.htm,改革开放以来，我国在创造经济高增长的同时，功能性分配格局也经历了较大的起伏。从分配主体来看，功能性分配格局的起伏主要表现为劳动报酬占比的变化。一个明显的例证：在2000-2007年间，全国年均经济增速达8.18%，...,刘蕾,倪青山,湖南大学,2014,硕士论文,劳动报酬占比,影响因素,空间相依性,空间计量面板模型,98,0
统计学,高等教育与劳动力系统的协调性统计研究?,http://cdmd.cnki.com.cn/Article/CDMD-10559-1015002465.htm,1999年高校扩招以来，高等教育从“精英式”培养向“大众化”培养转型；但是我国高等教育的扩张与经济社会发展的步调并不一致，从而导致毕业生的就业压力越来越大。数据显示2011年毕业的大学生中，有近57万人处于失业...,王雪晨,郭海华,暨南大学,2014,硕士论文,灰关联度分析,协整关系,DEA方法,协调度模型,58,1
统计学,虚拟经济对经济发展效应统计研究?,http://cdmd.cnki.com.cn/Article/CDMD-10532-1014316058.htm,论文以1994年至2012年我国虚拟经济对经济发展效应为研究对象，从定义虚拟经济和经济发展内涵角度出发，研究虚拟经济对经济发展效应理论基础。然后在此基础上，建立测度虚拟经济对经济发展效应统计研究的评价指标体系...,张心怡,李正辉,湖南大学,2014,硕士论文,虚拟经济,经济发展,联立方程模型,时变参数模型,107,0
统计学,利率期限结构模型的非参数估计方法?,http://cdmd.cnki.com.cn/Article/CDMD-10559-1015002450.htm,利率是一个重要的经济指标，随着金融市场化以及全球化的发展，利率期限结构模型研究的重要性尤其突出。由于国外的金融市场发展较早，发展比较完善，虽然国内金融市场在改革开放以来迅速发展，但有关短期利率及其期限...,任梦妍,尹居良,暨南大学,2014,硕士论文,利率期限结构,非参数估计,Ait-Sahalia方法,,134,2
统计学,国内外R&D投入对中国工业行业全要素生产率影响的定量研究?,http://cdmd.cnki.com.cn/Article/CDMD-10559-1015002767.htm,"技术进步和创新是一个国家经济发展的推动力，在一个开放的经济体中，一个国家的生产力不仅取决于其自身的研发投入和人力资本投入，而且还可从国外的技术投入中获得溢出效应。

	为了研究国内R&D投入和国外R&am...",褚盈盈,郭海华,暨南大学,2014,硕士论文,R&D资本存量,技术溢出效应,非物化溢出,工业行业全要素生产率,208,1
统计学,基于开放经济条件下的核心通货膨胀的研究?,http://cdmd.cnki.com.cn/Article/CDMD-10559-1015002769.htm,“核心通货膨胀率”指标作为衡量通货膨胀目标制的主要依据，受到许多国家的重视与关注，它对掌握经济未来走势，调整宏观经济政策有着特殊意义。首先，与传统的CPI指数相比，核心通货膨胀不易受到外界短期因素的影响...,钟如祥,郭海华,暨南大学,2014,硕士论文,核心通货膨胀,进口商品价格指数,SVAR模型,货币政策,36,0
统计学,多服务台可同时服务同一顾客可修系统的研究?,http://cdmd.cnki.com.cn/Article/CDMD-10216-1015009308.htm,多服务台可修排队系统在现实生活中有着广泛的应用，常见于通信、计算机等现代高科技领域。以往的多服务台可修排队系统中，研究的是一个顾客只能被一个服务台服务的问题，但实际生活中有很多同一顾客被多个服务台同时...,师宗梅,吕胜利,燕山大学,2014,硕士论文,多对一,备用服务台,矩阵几何解,费用模型,42,0
统计学,带有伪故障的Geo/Geo/1离散时间排队系统的研究?,http://cdmd.cnki.com.cn/Article/CDMD-10216-1015009551.htm,本篇学位论文以经典的Geo/Geo/1离散时间排队系统为基础，首次引入了伪故障的概念，结合休假、负顾客、工作休假和N-策略等常见策略，分别建立了相关的数学模型并对其进行了分析，得到了一些重要的性能指标。全文除了...,王朋成,马占友,燕山大学,2014,硕士论文,离散时间排队,多重休假,矩阵几何解,伪故障,58,1
统计学,复发事件与终止事件联合模型的部分充分降维问题研究?,http://cdmd.cnki.com.cn/Article/CDMD-11482-1015560132.htm,在统计实验中，如果观测到我们感兴趣的某种事件在某些个体身上多次发生，我们称该现象为复发事件。对这类现象进行观测，感兴趣的事件重复发生的次数、间隔等组成的数据称之为复发事件数据。复发事件数据经常出现在医...,王伟伟,赵晓兵,浙江财经大学,2014,硕士论文,乘积危险率,联合模型,部分充分降维,局部部分似然,70,0
统计学,部件相依的多状态复杂系统可靠性分析?,http://cdmd.cnki.com.cn/Article/CDMD-10216-1015009334.htm,带有部件相依的可修系统是可靠性分析的一项重要研究内容，在实际工程中应用广泛；带有放假的系统模型是一个重要可修模型。本文基于参考文献，将部件的多种失效状态，多重延误放假，修理设备可更换及“修复非新”等问...,张力,孟宪云,燕山大学,2014,硕士论文,相依,多重延误放假,修理设备可更换,多状态,118,0
统计学,甘肃省城镇化与碳排放的关系研究?,http://cdmd.cnki.com.cn/Article/CDMD-10736-1014067379.htm,近些年来，能源利用产生的以二氧化碳为主的温室气体，引起了全球气候变暖，温室效应这一环境问题逐渐受到了社会各界人士的广泛重视。目前，降低人类活动所产生的温室气体、特别是二氧化碳浓度的低碳发展模式，已经成...,李秀平,杨立勋,西北师范大学,2014,硕士论文,城镇化,碳排放,STIRPAT模型,甘肃省,132,1
统计学,中国工业化带动城镇化的分析研究?,http://cdmd.cnki.com.cn/Article/CDMD-10736-1014067461.htm,随着近几年来中国经济的快速发展及人民生活水平的不断提高，国家和人民对于工业化和城镇化的涵义有了进一步的认识，并且对于中国的工业化的发展以及城镇化发展的关注越来越密切。通过对国内外现有的文献研究得到，城...,赵立姣,徐媛媛,西北师范大学,2014,硕士论文,城镇化,工业化,DEA模型,,87,1
统计学,一种新的基于变点模型的非参多元控制图?,http://cdmd.cnki.com.cn/Article/CDMD-10066-1015032936.htm,统计过程控制（SPC）技术在产品的质量改进方面的重要性已经获得了工业界的公认。随着社会的急速发展，同时对产品的多个性能进行检测（MSPC）的需求越来越大，且相应的多元控制图也被广泛的研究。但是这些多元控制图...,段美华,訾雪旻,天津职业技术师范大学,2014,硕士论文,多元非参控制图,变点模型,漂移,稳健性,79,0
统计学,我国碳排放统计测度与评价体系构建?,http://cdmd.cnki.com.cn/Article/CDMD-11560-1015565274.htm,人为碳排放导致的全球变暖问题引起国际社会的广泛关注，且我国碳排放统计评价制度缺失。因此，本文首先提出简便可行的碳排放量估算方法，并据此提出基层统计单位应补充的碳排放统计测量指标，完善环境统计制度。然后...,马越,王佐仁,西安财经学院,2014,硕士论文,碳排放,测算方法,评价指标体系,综合评价,254,0
统计学,一种新的与分布无关的控制图?,http://cdmd.cnki.com.cn/Article/CDMD-10066-1015032938.htm,由于科学技术的发展，现代化大工业生产的不断推进，一方面，能够快速的生产出产品满足人们的需要，另一方面，大规模自动化的生产又不可避免的产生不合格产品，影响产品的质量，使企业的受到损失。21世纪更是质量更是...,陈维,訾雪旻,天津职业技术师范大学,2014,硕士论文,非参数检验,Wilcoxon符号检验,与分布无关,统计过程控制,46,0
统计学,蒙特卡洛方法及应用?,http://cdmd.cnki.com.cn/Article/CDMD-10511-1015520739.htm,"蒙特卡洛(Monte Carlo)方法,也称统计模拟方法、随机抽样技术,是基于“随机数”、以概率统计理论为基础的一种非常重要已经被广泛应用的数值计算方法。蒙特卡洛方法以信息密集和高速计算的计算机为平台,通过科学合理的...",朱陆陆,李波,华中师范大学,2014,硕士论文,蒙特卡洛方法,随机模拟,Matlab实现代码,区间估计,7532,122
统计学,基于网格密度区分的多维聚类挖掘算法设计?,http://cdmd.cnki.com.cn/Article/CDMD-11560-1015565276.htm,聚类分析为数据挖掘算法的重要组成部分，是数据挖掘中的一种分析活动。聚类算法是总体聚类分析的核心，决定了全部聚类分析结果的质量。目前，如何在保证算法稳定与有效的前提下，进一步提高聚类效率，减少用户成本和...,王茜,张维群,西安财经学院,2014,硕士论文,聚类算法,网格,密度,区分,57,0
统计学,本科生培养的生源因素分析?,http://cdmd.cnki.com.cn/Article/CDMD-10066-1015032935.htm,"本文研究的是如下形式的拟似然方程阶导数,Λi(zi β)是根据了解情况确定的协方差。

	当然,我们只考虑基于广义线性模型,且在自然条件下的情况,即上述方程具有形式

	我们在按考研考区划分x(2)的条件下进行生源因素...",毕文姗,刘华,天津职业技术师范大学,2014,硕士论文,联系函数,拟似然估计,广义线性模型,,38,0
统计学,基于海量数据挖掘关联测度工具的设计?,http://cdmd.cnki.com.cn/Article/CDMD-11560-1015565273.htm,在经济迅猛发展的时代背景下，计算机理论技术、网络通讯技术有了质的飞跃和提高，人们日常生活中获取数据并存储数据的方式变得更加快速、轻易、低廉，随之而来的，是数据量和数据包含的信息量呈指数倍的增加。面对极...,岳雪,张维群,西安财经学院,2014,硕士论文,关联效应,连接函数,挖掘算法,,67,4
统计学,基于不确定策略的博弈模型及“经济—环境”耦合系统分析?,http://cdmd.cnki.com.cn/Article/CDMD-11560-1015565272.htm,近年来，我国经济快速发展，取得了有目共睹的成就，但传统的高投入低产出、高消耗低收益的增长模式带来了严重的环境污染、生态破坏等问题。这些问题已经严重地影响了人们的日常生活。因此如何平衡经济增长与环境保护...,昌健,李佼瑞,西安财经学院,2014,硕士论文,博弈论,不确定策略,内部化,耦合系统,136,1
统计学,马氏环境下风险过程的性质研究?,http://cdmd.cnki.com.cn/Article/CDMD-10003-1015039087.htm,传统的经典风险模型虽然能够得到非常完美的结论，但其所做的假定对现实中存在的条件的要求也极为苛刻，这就极大的限制了其直接的应用范围。Crame′r-Lundberg模型用齐次泊松模型来刻画索赔的到达时刻，并假定保费收...,乔迁,叶俊,清华大学,2014,硕士论文,风险过程,破产概率,鞅,测度变换,89,0
统计学,几种多元统计分析方法的研究及其简单应用?,http://cdmd.cnki.com.cn/Article/CDMD-10336-1015564587.htm,多元统计分析是在一元经典统计学理论的基础上发展起来的，以正态分布为前提假设，它是研究多元随机变量彼此之间的相互依赖关系及其变量自身的统计规律的一种综合分析方法，揭示多元随机变量的统计规律，为研究多元随...,郭晓霞,程宗毛,杭州电子科技大学,2014,硕士论文,多元统计分析,主成分分析,因子分析,聚类分析,2375,10
统计学,基于偏正态分布的中国能耗强度统计建模研究?,http://cdmd.cnki.com.cn/Article/CDMD-10336-1015549440.htm,伴随着经济的快速发展，我国能源消费总量随着GDP的增长急剧增加。而巨大的能源消耗，引发了当前一系列的生态环境问题。提高能源利用效率，降低能耗强度，促进我国经济、环境可持续发展成为各方研究的重点。然而，我...,周龙权,叶仁道,杭州电子科技大学,2014,硕士论文,能耗强度,偏正态多元回归模型,蒙特卡罗模拟,GEE,112,1
统计学,特殊模糊椭球数的构造及其空间上的弱序?,http://cdmd.cnki.com.cn/Article/CDMD-10336-1015549535.htm,"美国控制论专家L.A.Zadeh教授在1965年首次提出模糊集合这个概念,从此,开创了一门新的学科。随后,Zadeh和Chang教授在1972年提出了一个新的概念：模糊数,开辟了模糊数学理论新的研究和探讨领域。随着学者对模糊数理论...",袁芳,王桂祥,杭州电子科技大学,2014,硕士论文,模糊数,n-维模糊椭球数,不确定表示方法,弱序,19,0
统计学,带双误差Lee-Carter模型在新农保中的运用?,http://cdmd.cnki.com.cn/Article/CDMD-10336-1015549538.htm,国家财政补助是新农保和老农保最大的区别，财政补贴能否持续到位，是新农保体系能否持续发展的关键。所以研究新农保的收支情况，对分析国家财政支持力度意义重大。农村人口的预期寿命与新农保的收支模型有着密切的关...,何兴凤,郑静,杭州电子科技大学,2014,硕士论文,带双误差Lee-Carter模型,逐年递推模型,新农保,预期平均寿命,55,0
统计学,中央转移支付的效率分析?,http://cdmd.cnki.com.cn/Article/CDMD-10497-1015035227.htm,转移支付是中央调节地区间财力分配的重要手段，也是政府调节区域经济的主要政策。1994年，国家进行了税制改革，之后国家开始实行中央对地方转移支付制度。到2014年，这一制度已经实行了二十年的时间。不可否认的是，...,向勇,高萍,武汉理工大学,2014,硕士论文,转移支付,制度,少数民族省区,效率,124,0
统计学,天津市城镇居民消费流动性的实证分析?,http://cdmd.cnki.com.cn/Article/CDMD-10070-1014178990.htm,"自上世纪三十年代以来,对消费理论的研究是西方经济学的重要内容之一,尤其,在跨期最优选择框架下建立消费理论更是近年来主流经济学研究的核心问题,采用跨期消费模型可以很好地解释消费者的消费行为或者消费演化路径而...",孙艳华,白仲林,浙江大学,2014,硕士论文,概率加权经验特征函数,拟合优度检验,蒙特卡罗模拟,功效,76,2
统计学,几类双险种连续时间风险模型的破产概率?,http://cdmd.cnki.com.cn/Article/CDMD-10335-1014218666.htm,"Cramer-Lundbcrg经典风险模型是保险数学中的一个基本模型,破产概率是风险理论最为关注的内容之一.考虑到保险产品的多元化和保险公司经营时的投资回报,本文主要就在连续时间内的双险种风险模型和带常利息双险种风险模...",李蒙,黄炜,浙江大学,2014,硕士论文,双险种风险模型,连续时间,重尾分布,常利息,126,0
统计学,具有GARCH误差项的单位根模型尾部指数的区间估计?,http://cdmd.cnki.com.cn/Article/CDMD-10335-1014218667.htm,"在广义自回归条件异方差时间序列(GARCH模型)中,相关样本量例如样本自相关函数和极值理论包含了很多有关时间序列有用的信息.而这些量通常依赖于相关异方差时间序列的尾部指数,所以估计尾部指数是一项重要且有意义的任...",孙美美,张荣茂,浙江大学,2014,硕士论文,拟极大似然,边际经验似然,尾部指数,GARCH模型,50,1
统计学,适度爆炸AR(1)模型的结构变点分析?,http://cdmd.cnki.com.cn/Article/CDMD-10335-1014218672.htm,"本文在Phillips和Magdalinos(2007)提出的非平稳AR(1)模型的基础上,讨论在未知时刻k0模型的自回归系数发生变化的结构变点问题。本文考虑模型yt=β1yt-1I{t≤κ0)+β2yt-1I{t>κ0)+εt,t=1,2,…,T,其中I{·}是...",余梦佳,庞天晓,浙江大学,2014,硕士论文,AR(1)模型,正态吸引场,最小二乘估计量,适度爆炸,52,0
统计学,工业化进程的区域环境效应差异性分析?,http://cdmd.cnki.com.cn/Article/CDMD-10741-1014225493.htm,自改革开放以来，我国经济增长迅猛，主要依赖自然环境，对于我国在这30多年的工业化发展水平不同步，可能的原因很多，例如地理环境的优劣程度（自然环境的承载能力），交通运输的方便性，经济发展程度等各个方面。依...,叶美丽,梁亚民,兰州商学院,2014,硕士论文,区域工业化,加法合成法,主成分分析,环境效应,126,1
统计学,新的斜指数幂分布及应用?,http://cdmd.cnki.com.cn/Article/CDMD-10335-1014218641.htm,"本文引进了一种新的非对称的指数幂分布,该分布能灵活地处理厚尾、尖峰情形,甚至是多峰情形的数据.首先,本文描述了该分布的定义和一些基本的数学特征如原点矩,矩母函数,熵等；其次,研究了该分布一些性质并提出一个随...",孙木兰,张帼奋,浙江大学,2014,硕士论文,斜指数幂分布,数学特征,随机生成,极大似然估计,74,0
统计学,义务教育经费最低保障标准的指标体系研究?,http://cdmd.cnki.com.cn/Article/CDMD-10038-1014220611.htm,随着经济的快速发展，我国义务教育经费的投入总量也在逐年增加。但是，由于教育经费分配制度和政府对教育的管理政策，再加上户口制度等各种不合理的体制缺陷，形成了我国义务教育多种形态的不均衡现象。部分落后地区...,刘博宇,刘黎明,首都经济贸易大学,2014,硕士论文,义务教育,均衡发展,最低保障标准,区域经费差异,154,1
统计学,基金管理人投资业绩的持续性?,http://cdmd.cnki.com.cn/Article/CDMD-10741-1014225501.htm,基金管理人凭借专业的知识和经验，运用所管理的资产，按照科学的投资组合原理进行投资决策，规避风险，谋求基金资产的不断增值。基金管理人管理运用基金资产的水平决定了基金收益的好坏，因此本文以基金管理人收益率...,潘淑梅,王仁曾,兰州商学院,2014,硕士论文,业绩持续性,列联表,横截面回归,,116,1
统计学,费用约束条件下的抽样设计精度比较?,http://cdmd.cnki.com.cn/Article/CDMD-10741-1014225516.htm,抽样费用和抽样精度是抽样理论的核心内容，也是抽样调查过程中重点关注的现实问题，更是判断抽样功效的两个基本要素。最佳抽样设计可以简单概括为：在核定费用范围内达到最高精确度，或者在规定要求精确度下费用达到...,王利霞,庞智强,兰州商学院,2014,硕士论文,抽样设计,费用,精度,比较,198,1
统计学,基于数据挖掘技术的企业电能质量污染预警研究?,http://cdmd.cnki.com.cn/Article/CDMD-11832-1014214857.htm,本文结合太谷电力公司电力监控系统数据库，参照电能质量研究的相关文献，以L科技公司为例就电能质量污染预警问题进行了探索性的分析。本文首先对现有的电能质量污染研究现状以及基本的电能概念进行了阐述；其次对L科...,刘扬,李春林,河北经贸大学,2014,硕士论文,电能质量,污染预警,污染网络,关联规则,152,2
统计学,基于函数型数据分析的波动率研究?,http://cdmd.cnki.com.cn/Article/CDMD-10384-1014191031.htm,"沪深300股指期货作为我国第一只金融意义期货交易产品,其推出对于完善市场结构,丰富投资者风险管理手段有重大意义。由于股指期货合约实行保证金交易,强制减仓平仓等交易制度,股指期货价格的波动会成倍的放大投资者的...",胡梦荻,李迎星,厦门大学,2014,硕士论文,沪深300股指期货,函数型数据分析,波动率,,471,3
统计学,基于中国“股权溢价之谜”的再检验以及运用宏观长期风险模...?,http://cdmd.cnki.com.cn/Article/CDMD-10384-1014191138.htm,"该篇论文对中国是否存在“股权溢价之谜”现象进行了再检验,“股权溢价之谜”的本质在于股票收益率远高于无风险利率,必须通过设置很高的相对风险厌恶系数才能解释如此高的溢价,而国内目前对中国是否存在着“股权溢价...",宋竞男,陈国进,厦门大学,2014,硕士论文,股权溢价之谜,相对风险厌恶系数,宏观长期风险模型,,476,1
统计学,波动率风险溢酬及其影响因素?,http://cdmd.cnki.com.cn/Article/CDMD-10384-1014191139.htm,"对金融市场波动性的研究是现代金融理论的核心内容之一,随着衍生品市场的发展,波动率风险溢酬作为二级风险越来越受到市场的重视,它在拓展传统资产定价模型、金融衍生品定价、投资组合风险管理、对冲投资策略以及对投...",黄娴莹,蔡宗武,厦门大学,2014,硕士论文,波动率风险,风险溢酬,函数系数回归,,280,1
统计学,基于家庭消费资产定价模型的实证分析?,http://cdmd.cnki.com.cn/Article/CDMD-10384-1014191151.htm,"基于消费的资产定价模型(CCAPM)理论上非常完美,然而实证检验显示该模型估计的风险厌恶系数远远高于合理值(3),这也是造成股权溢价之谜的主要原因。笔者认为并不是所有的消费者均参与股票市场,因此结合人口结构变化和...",刘财云,陈国进,厦门大学,2014,硕士论文,家庭生命周期理论,CCAPM,风险厌恶系数,,396,1
统计学,索赔稀疏两维风险模型的破产问题?,http://cdmd.cnki.com.cn/Article/CDMD-10335-1014218642.htm,"随着保险业的快速发展,保险公司经营规模不断扩大,险种也趋于多样化和相依化,只考虑含有一种险种的风险模型已经不能满足保险公司的风险管理需求,因此需要将多个险种联合起来,综合考虑保险公司的风险情况,而保险公司的...",王明洋,张立新,浙江大学,2014,硕士论文,稀疏过程,破产概率,鞅,生存概率,51,0
统计学,基于统计模拟法的上证综指定价及VaR估算?,http://cdmd.cnki.com.cn/Article/CDMD-10741-1014225500.htm,随着金融市场的不断发展，金融产品的逐渐增多，金融产品的交易量也增多，同时金融数据也呈爆炸式增长。要研究金融问题，最好分析天量的金融数据。因此，在金融领域中，统计模拟技术被更多的应用。它用机理上模拟实际...,田婧,郭精军,兰州商学院,2014,硕士论文,分式布朗运动,VaR,Monte,Carlo模拟法,224,0
统计学,外商投资对甘肃省技术创新的影响分析?,http://cdmd.cnki.com.cn/Article/CDMD-10741-1014225526.htm,伴随着经济全球化和市场竞争的加剧，我国正处于经济转型当中，而经济转型的关键就在于转变其发展方式，其中技术创新是关键环节。外商具有技术和管理方面的集成优势，其直接投资能够极大地带动东道国的技术创新。西部...,俞立原,庞智强,兰州商学院,2014,硕士论文,外商投资,技术创新,甘肃省,,190,0
统计学,逆高斯回归和贝叶斯分析分析中国的消费者价格指数?,http://cdmd.cnki.com.cn/Article/CDMD-10511-1014236874.htm,"本论文的目的是模拟中国(2001-2012)的CPI的预期值,并且识别导致CPI通胀的主要的组,类别和子类别,目的是协助经济决策者制定适当的政策来减少CPI通胀。

	研究中我们采用逆高斯回归和贝叶斯方法来估计2001-2012年中国...",赛兰,左国新,华中师范大学,2014,硕士论文,消费价格指数,逆高斯分布,Bayes估计,MCMC模拟,81,0
统计学,产业视角下的综合要素生产率关联测算?,http://cdmd.cnki.com.cn/Article/CDMD-10125-1014240658.htm,综合要素生产率（MFP）作为现代经济增长理论的重要组成部分，是分析经济增长源泉的重要工具。自丁伯根和索洛对综合要素生产率进行开创性研究以来，国内外很多学者都对此进行了深入研究，提出诸多测算综合要素生产率...,刘晶晶,王建华,山西财经大学,2014,硕士论文,综合要素生产率,要素投入,Tornqvist生产率指数,产业生产率,72,1
统计学,跨境资金流动对山东省经济影响的实证研究?,http://cdmd.cnki.com.cn/Article/CDMD-10456-1014230654.htm,随着跨境资金频繁流动和规模的显著增加，跨境资金流动对流入流出国经济发展的影响日益加深：一方面跨境资金流动有利于优化各国资源的配置，提高资金使用效率，推动了世界各国和地区经济的发展，特别是促进了经济欠发...,耿文文,张小斐,山东财经大学,2014,硕士论文,跨境资金,经济增长,向量自回归模型,状态空间模型,246,0
统计学,山西省居民收入与非煤产业发展的关系研究?,http://cdmd.cnki.com.cn/Article/CDMD-10125-1014240662.htm,"本文以非煤产业作为切入点，将山西省城镇居民和农村居民视为研究对象，关注其收入水平与非煤产业的关系，主要分为以下几个部分：

	第一部分，着眼于全省居民整体收入，运用描述性统计和状态空间模型的方法，对整体...",王曦璟,李宝瑜,山西财经大学,2014,硕士论文,非煤产业,城镇居民收入,农村居民收入,状态空间模型,78,1
统计学,上市公司治理风险预警机制研究?,http://cdmd.cnki.com.cn/Article/CDMD-10038-1014220609.htm,针对我国上市公司的治理环境，以风险监测-风险评估-风险控制的思路展开，构建上市公司治理风险预警机制，以此预测上市公司治理风险水平。首先，阅读相关文献，利用统计分析的方法，构建包括股东与股东大会、董事与董...,杨治宇,董寒青,首都经济贸易大学,2014,硕士论文,上市公司治理风险,风险预警,B-P神经网络,Logistic回归,154,0
